,TeamId,PlayerId,Field,GameStarted,SubOn,SubOff,Yellow,SecondYellow,Red,Goals,Assists,TotalPasses,AccuratePasses,AerialWon,AerialLost,Rating,ManOfTheMatch,TotalTackles,Interceptions,Fouls,OffsidesWon,TotalClearances,WasDribbled,TotalShots,ShotsOnTarget,ShotsBlocked,OwnGoals,KeyPasses,Dribbles,WasFouled,Offsides,Dispossesed,Turnovers,TotalCrosses,AccurateCrosses,TotalLongBalls,AccurateLongBalls,TotalThroughBalls,AccurateThroughBalls,Height,Weight,Ranking,Age,const
10,26.0,4056.0,2.0,20.0,2.0,10.0,5.0,0.0,0.0,18.0,3.0,379.0,263.0,37.0,39.0,7.28,5.0,11.0,2.0,31.0,1.0,11.0,1.0,80.0,32.0,2.0,0.0,21.0,31.0,49.0,21.0,47.0,78.0,28.0,4.0,10.0,7.0,8.0,2.0,183.0,70.0,11.0,29.0,1.0
11,30.0,8194.0,2.0,33.0,0.0,5.0,8.0,0.0,0.0,2.0,3.0,1727.0,1363.0,27.0,28.0,7.28,1.0,123.0,74.0,57.0,3.0,89.0,25.0,83.0,14.0,18.0,0.0,54.0,12.0,33.0,0.0,37.0,51.0,44.0,16.0,397.0,293.0,15.0,5.0,180.0,80.0,12.0,27.0,1.0
12,32.0,18296.0,2.0,29.0,5.0,6.0,3.0,0.0,0.0,5.0,7.0,1127.0,934.0,29.0,44.0,7.27,5.0,56.0,30.0,41.0,0.0,10.0,8.0,38.0,16.0,0.0,0.0,89.0,51.0,30.0,7.0,74.0,99.0,216.0,73.0,37.0,23.0,10.0,6.0,181.0,78.0,13.0,28.0,1.0
13,26.0,4574.0,2.0,24.0,1.0,4.0,1.0,0.0,0.0,3.0,3.0,1134.0,925.0,22.0,8.0,7.26,0.0,75.0,61.0,25.0,6.0,65.0,19.0,28.0,8.0,2.0,1.0,34.0,52.0,31.0,0.0,30.0,58.0,109.0,28.0,103.0,62.0,9.0,3.0,178.0,70.0,14.0,29.0,1.0
14,15.0,342.0,2.0,25.0,2.0,4.0,4.0,0.0,0.0,4.0,3.0,1037.0,914.0,13.0,31.0,7.24,1.0,65.0,61.0,16.0,2.0,77.0,13.0,17.0,8.0,6.0,0.0,29.0,24.0,40.0,7.0,30.0,43.0,50.0,11.0,58.0,44.0,5.0,2.0,176.0,66.0,15.0,33.0,1.0
15,30.0,5625.0,2.0,20.0,2.0,5.0,1.0,0.0,0.0,3.0,9.0,564.0,474.0,0.0,7.0,7.23,2.0,27.0,20.0,6.0,1.0,9.0,3.0,25.0,13.0,0.0,0.0,41.0,40.0,43.0,4.0,24.0,33.0,108.0,31.0,23.0,15.0,5.0,1.0,165.0,63.0,16.0,26.0,1.0
16,30.0,4905.0,2.0,25.0,4.0,1.0,4.0,0.0,0.0,2.0,0.0,1068.0,784.0,113.0,45.0,7.21,2.0,48.0,95.0,19.0,22.0,289.0,12.0,14.0,4.0,27.0,0.0,8.0,2.0,25.0,0.0,7.0,17.0,6.0,2.0,302.0,192.0,3.0,1.0,188.0,76.0,17.0,30.0,1.0
17,15.0,2351.0,2.0,14.0,5.0,6.0,4.0,0.0,0.0,2.0,2.0,918.0,746.0,6.0,6.0,7.2,2.0,50.0,46.0,16.0,0.0,9.0,17.0,19.0,7.0,1.0,0.0,41.0,25.0,21.0,0.0,38.0,44.0,60.0,18.0,76.0,51.0,31.0,6.0,175.0,69.0,18.0,36.0,1.0
18,15.0,15338.0,2.0,25.0,3.0,3.0,6.0,0.0,0.0,1.0,5.0,1002.0,818.0,60.0,39.0,7.19,1.0,76.0,53.0,42.0,12.0,137.0,20.0,24.0,10.0,7.0,0.0,30.0,16.0,33.0,0.0,15.0,36.0,80.0,19.0,93.0,53.0,2.0,1.0,188.0,84.0,19.0,30.0,1.0
19,32.0,19104.0,2.0,19.0,4.0,7.0,1.0,0.0,1.0,4.0,6.0,655.0,494.0,9.0,36.0,7.19,2.0,48.0,21.0,23.0,0.0,11.0,12.0,62.0,22.0,0.0,0.0,51.0,29.0,35.0,3.0,53.0,72.0,202.0,39.0,23.0,11.0,18.0,10.0,175.0,66.0,20.0,27.0,1.0
20,32.0,19104.0,2.0,31.0,2.0,9.0,1.0,0.0,0.0,9.0,14.0,1180.0,948.0,14.0,56.0,7.58,6.0,53.0,33.0,32.0,1.0,18.0,24.0,135.0,39.0,2.0,0.0,78.0,81.0,62.0,2.0,79.0,66.0,294.0,76.0,36.0,23.0,25.0,6.0,175.0,66.0,1.0,27.0,1.0
21,167.0,14167.0,2.0,30.0,1.0,18.0,6.0,0.0,0.0,20.0,6.0,1097.0,909.0,2.0,12.0,7.5600000000000005,7.0,30.0,25.0,43.0,0.0,1.0,15.0,120.0,45.0,2.0,0.0,53.0,61.0,43.0,30.0,82.0,53.0,37.0,9.0,84.0,64.0,38.0,13.0,173.0,75.0,2.0,30.0,1.0
22,13.0,4564.0,2.0,19.0,6.0,4.0,4.0,0.0,0.0,18.0,7.0,646.0,515.0,27.0,56.0,7.55,8.0,21.0,7.0,32.0,0.0,28.0,5.0,97.0,43.0,3.0,0.0,44.0,18.0,19.0,11.0,41.0,29.0,106.0,18.0,29.0,17.0,24.0,6.0,183.0,71.0,3.0,30.0,1.0
23,13.0,8040.0,2.0,22.0,3.0,8.0,5.0,0.0,0.0,3.0,11.0,1598.0,1287.0,4.0,10.0,7.54,2.0,41.0,25.0,26.0,0.0,20.0,27.0,71.0,25.0,4.0,0.0,72.0,24.0,54.0,4.0,59.0,36.0,55.0,9.0,131.0,78.0,110.0,38.0,175.0,74.0,4.0,26.0,1.0
24,15.0,48.0,2.0,23.0,1.0,3.0,2.0,0.0,0.0,10.0,2.0,1284.0,1056.0,3.0,7.0,7.49,4.0,53.0,29.0,10.0,0.0,19.0,18.0,76.0,31.0,6.0,0.0,52.0,8.0,12.0,3.0,27.0,13.0,76.0,26.0,123.0,88.0,37.0,5.0,184.0,88.0,5.0,35.0,1.0
25,26.0,17.0,2.0,20.0,1.0,0.0,2.0,0.0,0.0,4.0,5.0,1256.0,1010.0,18.0,18.0,7.48,5.0,58.0,37.0,23.0,0.0,36.0,7.0,50.0,13.0,12.0,0.0,53.0,17.0,22.0,0.0,32.0,29.0,148.0,33.0,168.0,117.0,23.0,6.0,185.0,82.0,6.0,33.0,1.0
26,15.0,1563.0,2.0,33.0,5.0,13.0,1.0,0.0,0.0,13.0,4.0,1661.0,1385.0,27.0,21.0,7.46,6.0,28.0,42.0,24.0,0.0,18.0,15.0,88.0,38.0,3.0,0.0,117.0,56.0,35.0,17.0,77.0,49.0,260.0,80.0,76.0,55.0,31.0,8.0,184.0,73.0,7.0,33.0,1.0
27,30.0,4343.0,2.0,28.0,0.0,15.0,4.0,0.0,0.0,13.0,8.0,1235.0,1040.0,5.0,24.0,7.46,6.0,60.0,23.0,36.0,0.0,4.0,20.0,113.0,41.0,2.0,0.0,67.0,20.0,45.0,4.0,60.0,54.0,156.0,37.0,160.0,107.0,25.0,7.0,176.0,74.0,8.0,31.0,1.0
28,32.0,3859.0,2.0,25.0,3.0,4.0,5.0,0.0,0.0,11.0,11.0,1184.0,910.0,24.0,48.0,7.34,4.0,12.0,9.0,24.0,0.0,7.0,12.0,99.0,40.0,2.0,0.0,60.0,26.0,29.0,18.0,56.0,46.0,62.0,12.0,174.0,128.0,42.0,14.0,178.0,78.0,9.0,28.0,1.0
29,15.0,4384.0,2.0,30.0,6.0,5.0,6.0,0.0,0.0,11.0,13.0,785.0,485.0,74.0,60.0,7.32,2.0,27.0,26.0,57.0,0.0,35.0,21.0,150.0,51.0,10.0,0.0,71.0,45.0,44.0,29.0,88.0,103.0,167.0,46.0,50.0,28.0,41.0,16.0,188.0,84.0,10.0,35.0,1.0
30,13.0,13298.0,2.0,28.0,2.0,9.0,4.0,0.0,0.0,10.0,1.0,1468.0,1286.0,2.0,15.0,7.3,3.0,29.0,28.0,18.0,0.0,10.0,15.0,81.0,34.0,3.0,0.0,58.0,61.0,17.0,11.0,71.0,44.0,157.0,22.0,50.0,37.0,39.0,10.0,175.0,75.0,11.0,26.0,1.0
31,32.0,9685.0,2.0,35.0,0.0,2.0,6.0,1.0,1.0,5.0,1.0,1635.0,1328.0,102.0,51.0,7.29,3.0,74.0,91.0,39.0,15.0,334.0,7.0,21.0,7.0,33.0,0.0,4.0,1.0,35.0,0.0,5.0,6.0,4.0,1.0,239.0,158.0,2.0,0.0,189.0,84.0,12.0,32.0,1.0
32,30.0,20874.0,2.0,32.0,0.0,5.0,3.0,0.0,0.0,3.0,2.0,2001.0,1731.0,18.0,17.0,7.28,4.0,61.0,80.0,16.0,0.0,18.0,33.0,54.0,16.0,5.0,0.0,66.0,69.0,46.0,3.0,66.0,47.0,66.0,14.0,224.0,178.0,20.0,3.0,175.0,67.0,13.0,28.0,1.0
33,15.0,70.0,2.0,33.0,0.0,1.0,6.0,0.0,0.0,3.0,1.0,1927.0,1688.0,95.0,38.0,7.27,2.0,71.0,53.0,29.0,19.0,169.0,12.0,27.0,9.0,28.0,0.0,12.0,6.0,26.0,2.0,3.0,8.0,3.0,0.0,164.0,102.0,5.0,1.0,187.0,90.0,14.0,33.0,1.0
34,92.0,28258.0,2.0,26.0,0.0,6.0,2.0,0.0,0.0,2.0,2.0,946.0,714.0,27.0,34.0,7.27,2.0,117.0,68.0,24.0,0.0,45.0,30.0,34.0,15.0,3.0,0.0,35.0,15.0,32.0,0.0,35.0,38.0,94.0,36.0,94.0,69.0,6.0,1.0,178.0,73.0,15.0,28.0,1.0
35,32.0,2213.0,2.0,24.0,8.0,9.0,1.0,0.0,0.0,20.0,4.0,868.0,697.0,40.0,48.0,7.26,6.0,9.0,16.0,36.0,0.0,23.0,6.0,98.0,42.0,3.0,0.0,36.0,33.0,15.0,36.0,44.0,42.0,25.0,3.0,19.0,10.0,18.0,7.0,188.0,79.0,16.0,33.0,1.0
36,23.0,23383.0,2.0,18.0,1.0,1.0,4.0,0.0,0.0,11.0,3.0,621.0,378.0,135.0,82.0,7.25,2.0,13.0,10.0,47.0,1.0,42.0,1.0,75.0,26.0,4.0,0.0,22.0,10.0,31.0,5.0,32.0,44.0,22.0,1.0,20.0,12.0,8.0,3.0,193.0,79.0,17.0,25.0,1.0
37,31.0,1443.0,2.0,29.0,0.0,7.0,1.0,0.0,1.0,3.0,5.0,1474.0,1281.0,20.0,20.0,7.25,4.0,65.0,41.0,32.0,0.0,21.0,30.0,53.0,11.0,5.0,0.0,59.0,25.0,49.0,0.0,25.0,23.0,171.0,56.0,158.0,144.0,10.0,7.0,183.0,64.0,18.0,31.0,1.0
38,167.0,10136.0,2.0,37.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1780.0,1523.0,73.0,31.0,7.24,2.0,100.0,87.0,45.0,19.0,336.0,11.0,11.0,2.0,32.0,0.0,15.0,19.0,12.0,0.0,14.0,13.0,6.0,1.0,215.0,143.0,6.0,3.0,190.0,85.0,19.0,27.0,1.0
39,23.0,4835.0,2.0,32.0,0.0,2.0,8.0,0.0,0.0,4.0,9.0,1617.0,1218.0,21.0,29.0,7.23,6.0,81.0,53.0,40.0,2.0,22.0,46.0,59.0,15.0,8.0,0.0,81.0,14.0,63.0,0.0,58.0,36.0,312.0,90.0,298.0,181.0,21.0,8.0,172.0,70.0,20.0,31.0,1.0
40,32.0,3859.0,2.0,32.0,2.0,6.0,1.0,0.0,0.0,27.0,4.0,1712.0,1382.0,26.0,49.0,7.8100000000000005,8.0,22.0,15.0,29.0,0.0,20.0,14.0,157.0,70.0,7.0,0.0,51.0,33.0,35.0,2.0,73.0,51.0,51.0,10.0,228.0,181.0,34.0,7.0,178.0,78.0,1.0,28.0,1.0
41,13.0,4564.0,2.0,37.0,1.0,3.0,8.0,0.0,0.0,30.0,9.0,1032.0,811.0,28.0,67.0,7.79,13.0,20.0,10.0,30.0,0.0,44.0,9.0,174.0,82.0,4.0,0.0,92.0,42.0,37.0,44.0,90.0,55.0,204.0,48.0,46.0,27.0,49.0,16.0,183.0,71.0,2.0,30.0,1.0
42,30.0,20874.0,2.0,36.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,2534.0,2215.0,9.0,17.0,7.57,4.0,56.0,81.0,18.0,1.0,16.0,32.0,83.0,23.0,7.0,0.0,96.0,63.0,47.0,2.0,88.0,36.0,122.0,46.0,329.0,275.0,36.0,17.0,175.0,67.0,3.0,28.0,1.0
43,167.0,14102.0,2.0,33.0,3.0,18.0,0.0,0.0,0.0,6.0,15.0,2020.0,1759.0,4.0,10.0,7.55,5.0,47.0,37.0,25.0,0.0,11.0,25.0,87.0,30.0,1.0,0.0,104.0,38.0,36.0,7.0,56.0,48.0,131.0,36.0,75.0,56.0,77.0,18.0,170.0,67.0,4.0,28.0,1.0
44,30.0,13812.0,2.0,36.0,0.0,1.0,3.0,0.0,0.0,9.0,10.0,1447.0,1194.0,36.0,46.0,7.54,6.0,43.0,54.0,16.0,2.0,39.0,15.0,136.0,45.0,5.0,0.0,84.0,65.0,51.0,5.0,57.0,61.0,195.0,46.0,85.0,57.0,22.0,10.0,183.0,74.0,5.0,24.0,1.0
45,13.0,1443.0,2.0,29.0,0.0,4.0,4.0,0.0,0.0,6.0,2.0,2229.0,2023.0,16.0,20.0,7.5,3.0,72.0,55.0,41.0,2.0,12.0,33.0,41.0,13.0,5.0,0.0,60.0,20.0,56.0,0.0,27.0,18.0,105.0,29.0,172.0,152.0,21.0,6.0,183.0,64.0,6.0,31.0,1.0
46,167.0,14260.0,2.0,31.0,3.0,20.0,2.0,0.0,0.0,23.0,8.0,859.0,743.0,2.0,14.0,7.47,5.0,23.0,18.0,22.0,0.0,1.0,12.0,130.0,52.0,0.0,0.0,57.0,56.0,26.0,31.0,95.0,51.0,36.0,4.0,14.0,12.0,16.0,4.0,175.0,70.0,7.0,25.0,1.0
47,32.0,18296.0,2.0,22.0,5.0,1.0,3.0,0.0,0.0,4.0,13.0,1206.0,1032.0,10.0,40.0,7.42,4.0,66.0,29.0,46.0,1.0,16.0,17.0,26.0,8.0,3.0,0.0,65.0,35.0,17.0,11.0,31.0,42.0,178.0,45.0,53.0,29.0,7.0,4.0,181.0,78.0,8.0,28.0,1.0
48,167.0,14053.0,2.0,31.0,1.0,7.0,8.0,0.0,0.0,6.0,6.0,2419.0,2189.0,20.0,13.0,7.41,4.0,55.0,39.0,31.0,0.0,27.0,28.0,65.0,16.0,1.0,0.0,54.0,37.0,27.0,1.0,26.0,30.0,22.0,2.0,216.0,176.0,42.0,11.0,189.0,90.0,9.0,30.0,1.0
49,32.0,2115.0,2.0,27.0,3.0,1.0,4.0,0.0,0.0,2.0,3.0,2192.0,1975.0,8.0,3.0,7.33,3.0,90.0,71.0,20.0,0.0,47.0,24.0,27.0,3.0,15.0,0.0,31.0,8.0,21.0,0.0,9.0,26.0,13.0,4.0,218.0,179.0,7.0,4.0,183.0,74.0,10.0,32.0,1.0
50,15.0,25363.0,2.0,29.0,5.0,14.0,2.0,0.0,0.0,6.0,13.0,1486.0,1293.0,0.0,3.0,7.31,1.0,25.0,20.0,17.0,0.0,6.0,28.0,65.0,24.0,0.0,0.0,102.0,30.0,30.0,16.0,57.0,41.0,236.0,61.0,120.0,92.0,20.0,12.0,170.0,63.0,11.0,25.0,1.0
51,32.0,19104.0,2.0,24.0,5.0,10.0,2.0,0.0,0.0,8.0,10.0,1049.0,841.0,15.0,36.0,7.31,3.0,38.0,26.0,29.0,0.0,14.0,11.0,65.0,19.0,4.0,0.0,68.0,53.0,28.0,3.0,64.0,54.0,218.0,47.0,31.0,15.0,10.0,4.0,175.0,66.0,12.0,27.0,1.0
52,26.0,22221.0,2.0,29.0,2.0,10.0,5.0,0.0,0.0,11.0,3.0,1063.0,801.0,6.0,11.0,7.28,6.0,35.0,12.0,44.0,0.0,1.0,8.0,128.0,48.0,0.0,0.0,64.0,76.0,74.0,48.0,67.0,91.0,54.0,11.0,53.0,37.0,24.0,10.0,182.0,81.0,13.0,27.0,1.0
53,30.0,4343.0,2.0,28.0,5.0,20.0,3.0,0.0,0.0,11.0,7.0,1621.0,1426.0,8.0,25.0,7.26,5.0,37.0,28.0,32.0,0.0,5.0,23.0,102.0,42.0,1.0,0.0,75.0,6.0,31.0,5.0,37.0,46.0,176.0,40.0,166.0,134.0,38.0,13.0,176.0,74.0,14.0,31.0,1.0
54,167.0,13298.0,2.0,26.0,4.0,16.0,2.0,0.0,0.0,5.0,9.0,1587.0,1446.0,2.0,14.0,7.23,3.0,16.0,27.0,17.0,0.0,6.0,10.0,56.0,13.0,2.0,0.0,76.0,25.0,15.0,5.0,54.0,35.0,153.0,40.0,54.0,43.0,41.0,14.0,175.0,75.0,15.0,26.0,1.0
55,30.0,6363.0,2.0,32.0,1.0,7.0,3.0,0.0,0.0,17.0,11.0,1131.0,914.0,64.0,65.0,7.22,4.0,26.0,22.0,52.0,0.0,26.0,10.0,100.0,48.0,2.0,0.0,61.0,27.0,23.0,52.0,105.0,115.0,19.0,4.0,45.0,34.0,9.0,7.0,191.0,82.0,16.0,30.0,1.0
56,32.0,8166.0,2.0,19.0,6.0,11.0,3.0,0.0,0.0,6.0,7.0,734.0,615.0,4.0,5.0,7.21,2.0,35.0,17.0,17.0,0.0,11.0,6.0,54.0,21.0,4.0,0.0,42.0,19.0,51.0,7.0,36.0,19.0,163.0,34.0,49.0,37.0,6.0,3.0,180.0,65.0,17.0,28.0,1.0
57,15.0,48.0,2.0,26.0,4.0,5.0,5.0,0.0,0.0,11.0,5.0,1537.0,1335.0,7.0,6.0,7.19,8.0,41.0,35.0,18.0,0.0,38.0,15.0,65.0,25.0,8.0,0.0,55.0,8.0,21.0,0.0,34.0,20.0,88.0,27.0,159.0,122.0,22.0,11.0,184.0,88.0,18.0,35.0,1.0
58,170.0,16369.0,2.0,37.0,0.0,3.0,2.0,0.0,0.0,17.0,6.0,1305.0,1083.0,50.0,70.0,7.18,5.0,54.0,48.0,44.0,0.0,32.0,12.0,146.0,58.0,6.0,0.0,55.0,25.0,71.0,10.0,85.0,88.0,6.0,2.0,46.0,30.0,19.0,10.0,185.0,77.0,19.0,31.0,1.0
59,32.0,6410.0,2.0,37.0,0.0,4.0,6.0,0.0,0.0,0.0,4.0,1610.0,1390.0,48.0,39.0,7.18,1.0,104.0,51.0,38.0,2.0,169.0,29.0,21.0,4.0,9.0,0.0,40.0,51.0,40.0,4.0,34.0,35.0,85.0,15.0,80.0,50.0,0.0,0.0,175.0,76.0,20.0,32.0,1.0
60,30.0,13812.0,2.0,33.0,0.0,4.0,6.0,0.0,0.0,21.0,4.0,1131.0,888.0,57.0,82.0,7.89,11.0,33.0,42.0,24.0,3.0,60.0,16.0,165.0,73.0,3.0,1.0,75.0,59.0,47.0,11.0,53.0,57.0,272.0,62.0,55.0,35.0,6.0,2.0,183.0,74.0,1.0,24.0,1.0
61,26.0,22221.0,2.0,33.0,0.0,2.0,10.0,0.0,0.0,23.0,5.0,1203.0,921.0,12.0,30.0,7.89,9.0,42.0,18.0,48.0,0.0,3.0,16.0,187.0,72.0,3.0,0.0,90.0,95.0,61.0,39.0,94.0,79.0,58.0,16.0,87.0,72.0,25.0,13.0,182.0,81.0,2.0,27.0,1.0
62,13.0,4522.0,2.0,37.0,1.0,11.0,1.0,0.0,0.0,12.0,11.0,2471.0,2145.0,7.0,11.0,7.83,10.0,71.0,69.0,16.0,0.0,11.0,63.0,115.0,40.0,1.0,0.0,96.0,86.0,50.0,1.0,63.0,43.0,184.0,45.0,230.0,185.0,66.0,30.0,168.0,66.0,3.0,29.0,1.0
63,32.0,4564.0,2.0,35.0,3.0,4.0,6.0,0.0,0.0,26.0,8.0,1022.0,820.0,50.0,56.0,7.68,10.0,24.0,14.0,37.0,0.0,44.0,7.0,141.0,65.0,6.0,0.0,69.0,25.0,54.0,46.0,76.0,48.0,179.0,40.0,60.0,43.0,19.0,3.0,183.0,71.0,4.0,30.0,1.0
64,30.0,21778.0,2.0,34.0,0.0,0.0,7.0,0.0,0.0,4.0,3.0,1625.0,1415.0,54.0,35.0,7.59,5.0,104.0,100.0,23.0,26.0,296.0,19.0,39.0,10.0,8.0,0.0,25.0,28.0,23.0,2.0,20.0,21.0,63.0,11.0,193.0,123.0,8.0,3.0,189.0,86.0,5.0,26.0,1.0
65,29.0,23383.0,2.0,22.0,2.0,5.0,5.0,0.0,0.0,7.0,4.0,690.0,420.0,224.0,121.0,7.57,2.0,16.0,12.0,39.0,0.0,60.0,5.0,79.0,23.0,6.0,0.0,34.0,6.0,53.0,10.0,50.0,46.0,14.0,1.0,33.0,20.0,3.0,0.0,193.0,79.0,6.0,25.0,1.0
66,31.0,22738.0,2.0,31.0,0.0,2.0,8.0,0.0,0.0,11.0,5.0,1627.0,1290.0,151.0,102.0,7.57,8.0,82.0,37.0,80.0,1.0,65.0,13.0,90.0,35.0,4.0,0.0,40.0,18.0,47.0,13.0,73.0,76.0,38.0,4.0,73.0,56.0,6.0,3.0,194.0,85.0,7.0,26.0,1.0
67,26.0,17.0,2.0,36.0,0.0,1.0,5.0,0.0,0.0,9.0,9.0,2387.0,2042.0,38.0,26.0,7.52,3.0,88.0,51.0,36.0,1.0,60.0,29.0,93.0,32.0,7.0,1.0,93.0,19.0,17.0,3.0,29.0,19.0,212.0,50.0,393.0,303.0,20.0,10.0,185.0,82.0,8.0,33.0,1.0
68,24.0,68312.0,2.0,32.0,2.0,4.0,7.0,1.0,1.0,19.0,4.0,1142.0,741.0,269.0,205.0,7.45,8.0,18.0,9.0,66.0,0.0,30.0,7.0,104.0,43.0,6.0,0.0,53.0,23.0,51.0,50.0,83.0,76.0,11.0,2.0,48.0,35.0,4.0,3.0,190.0,83.0,9.0,23.0,1.0
69,259.0,36614.0,2.0,26.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,1478.0,1320.0,65.0,79.0,7.4,4.0,85.0,91.0,37.0,16.0,226.0,23.0,21.0,3.0,17.0,0.0,8.0,7.0,29.0,0.0,12.0,8.0,3.0,0.0,124.0,82.0,1.0,1.0,187.0,77.0,10.0,26.0,1.0
70,31.0,8222.0,2.0,38.0,0.0,0.0,4.0,0.0,0.0,5.0,5.0,1663.0,1368.0,11.0,17.0,7.39,5.0,92.0,57.0,30.0,3.0,76.0,22.0,36.0,12.0,7.0,2.0,116.0,30.0,58.0,1.0,34.0,20.0,353.0,106.0,114.0,49.0,2.0,1.0,170.0,74.0,11.0,29.0,1.0
71,30.0,68890.0,2.0,22.0,0.0,6.0,4.0,0.0,0.0,1.0,2.0,931.0,798.0,19.0,34.0,7.33,0.0,72.0,80.0,34.0,3.0,78.0,10.0,25.0,6.0,9.0,0.0,23.0,16.0,29.0,0.0,25.0,13.0,16.0,4.0,72.0,55.0,3.0,3.0,187.0,75.0,12.0,24.0,1.0
72,32.0,4092.0,2.0,27.0,1.0,4.0,6.0,0.0,1.0,3.0,3.0,1210.0,1022.0,37.0,25.0,7.32,3.0,87.0,57.0,36.0,2.0,127.0,22.0,21.0,5.0,10.0,0.0,24.0,18.0,28.0,2.0,32.0,29.0,81.0,20.0,55.0,31.0,2.0,1.0,173.0,80.0,13.0,23.0,1.0
73,13.0,1443.0,2.0,34.0,0.0,3.0,6.0,0.0,0.0,6.0,3.0,2750.0,2517.0,35.0,32.0,7.31,7.0,108.0,97.0,74.0,1.0,46.0,37.0,19.0,8.0,7.0,0.0,26.0,19.0,49.0,1.0,23.0,18.0,25.0,9.0,205.0,179.0,15.0,6.0,183.0,64.0,14.0,31.0,1.0
